,path,expanded_node,fringe_size,depth
122,"['up', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",1746,979,22
123,"['down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right']",181440,19115,31
124,"['up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left']",7976,4132,27
125,"['up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left']",181440,19431,30
126,"['left', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left']",181440,18979,30
127,"['right', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",3878,2164,24
128,"['right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",1531,875,22
129,"['down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right']",181440,19774,30
130,"['up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right']",181440,20317,29
131,"['right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right']",181440,19890,30
132,"['up', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'left', 'up']",181440,20924,30
133,"['up', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",5439,2875,26
134,"['right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down']",181440,19719,30
135,"['up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down']",181440,19333,30
136,"['right', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",3403,1831,25
137,"['down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left']",181440,19370,30
138,"['down', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'up']",181440,20260,30
139,"['down', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up']",1461,851,21
140,"['down', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left']",181440,20008,28
141,"['right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left']",4918,2611,26
142,"['up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left']",19,17,11
143,"['right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right']",181440,20592,29
144,"['right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up', 'up']",699,426,20
145,"['down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left']",12260,5979,27
146,"['right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up']",4478,2387,24
147,"['down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",3876,2110,25
148,"['up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left']",181440,20215,29
149,"['down', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right']",181440,19695,30
150,"['left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']",2845,1600,25
151,"['left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",2340,1346,24
152,"['left', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",4981,2632,24
153,"['up', 'up', 'left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left']",203,132,18
154,"['down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up']",2063,1140,23
155,"['right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down']",181440,21646,30
156,"['up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",6053,3213,26
157,"['down', 'left', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'down', 'right']",181440,19887,29
158,"['up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right']",181440,20644,30
159,"['down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down']",181440,19552,31
160,"['down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down']",181440,19560,30
161,"['up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right']",181440,19870,30
162,"['down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left']",181440,19202,30
163,"['left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'left']",174,103,18
164,"['up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down']",181440,20681,30
165,"['right', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down']",181440,19790,30
166,"['right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left']",636,359,21
167,"['right', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'up']",1057,595,21
168,"['up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right']",181440,19511,31
169,"['left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'left']",2392,1346,24
170,"['left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'up', 'left']",181440,21325,30
171,"['left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'left']",2079,1179,23
172,"['up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up']",463,268,21
173,"['right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up']",954,547,21
174,"['up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up']",181440,19961,30
175,"['right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up']",181440,19349,31
176,"['up', 'right', 'down', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up']",223,141,15
177,"['down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left']",1896,1078,23
178,"['left', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left']",8282,4121,26
179,"['down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left']",181440,18999,31
180,"['right', 'right', 'down', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left']",181440,19394,30
181,"['down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'down', 'right', 'down']",181440,20422,29
182,"['down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'left']",1234,751,20
183,"['left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right']",181440,19978,30
184,"['down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",4171,2203,26
185,"['right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'right', 'down']",181440,20764,30
186,"['left', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'up']",181440,19421,30
187,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right']",181440,19783,30
188,"['left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'up']",1235,715,22
189,"['right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down']",181440,19402,31
190,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down']",181440,19612,30
191,"['left', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'up']",140,96,16
192,"['left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down']",181440,21856,30
193,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up']",181440,20976,30
194,"['right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up']",181440,19588,30
195,"['down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'up', 'left']",2970,1602,24
196,"['right', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right']",181440,20739,30
197,"['down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",1327,787,21
198,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left']",1762,1003,22
199,"['up', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up']",2432,1362,23
