,path,expanded_node,fringe_size,depth
23,"['up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left']",181440,22687,29
24,"['up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']",181440,23283,31
25,"['down', 'right', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up']",181440,23574,30
26,"['up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']",181440,23322,31
27,"['left', 'down', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",5034,2806,24
28,"['down', 'right', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'down']",181440,22360,29
29,"['left', 'up', 'right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'left']",3714,2186,23
30,"['down', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right']",181440,23923,29
31,"['up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'left']",4211,2512,24
32,"['up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']",181440,22009,30
33,"['left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'right']",181440,22679,30
34,"['up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right']",181440,22619,29
35,"['down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up']",790,503,19
36,"['up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up']",4516,2628,23
37,"['down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left']",1717,1054,22
38,"['right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'left', 'down', 'right', 'right']",181440,23079,30
39,"['left', 'down', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left']",181440,24768,31
40,"['down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",2569,1533,23
41,"['down', 'right', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left']",77,56,14
42,"['left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up']",3138,1847,23
43,"['right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'down']",181440,23858,31
44,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up']",15468,8178,27
45,"['down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'up', 'right', 'up']",181440,23040,29
46,"['up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'up']",181440,23765,31
47,"['up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up']",181440,22276,31
48,"['down', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'down']",181440,22276,31
49,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'up']",9032,5021,26
50,"['left', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down']",181440,22294,31
51,"['up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up']",181440,21609,30
52,"['right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up']",181440,21743,30
53,"['up', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right']",181440,23944,31
54,"['up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'right', 'up']",181440,23156,30
55,"['down', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up']",950,576,20
56,"['down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'up']",181440,23383,30
57,"['up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left']",181440,23033,30
58,"['left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left']",1645,997,21
59,"['left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']",5018,2764,24
60,"['right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'up']",3529,2041,23
61,"['up', 'left', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'right', 'right']",181440,22966,30
62,"['left', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",1206,745,20
63,"['right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",498,312,18
64,"['right', 'down', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'right']",181440,21973,30
65,"['left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left']",14964,7601,27
66,"['down', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left']",181440,23053,30
67,"['down', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'left']",1381,840,21
68,"['up', 'left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left']",5153,2929,24
69,"['left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left']",5757,3230,24
70,"['down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",927,576,20
71,"['left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left']",1740,1054,22
72,"['down', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down', 'right']",181440,22184,30
73,"['left', 'down', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up']",181440,22083,31
74,"['down', 'left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'left', 'up']",181440,23085,30
75,"['down', 'left', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'down']",181440,24618,31
76,"['up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up']",181440,22604,30
77,"['down', 'right', 'right', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'right']",181440,23377,30
78,"['up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up']",181440,22082,30
79,"['down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'up']",6214,3540,24
80,"['left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'right']",181440,23490,31
81,"['up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'right']",181440,22042,30
82,"['left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",181440,22325,29
83,"['up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'left', 'up']",181440,23323,31
84,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up']",181440,23140,30
85,"['right', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up']",4450,2568,24
86,"['up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'right']",181440,23760,29
87,"['up', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'up', 'left']",344,229,18
88,"['right', 'down', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down']",181440,23065,30
89,"['right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left']",1189,734,20
90,"['down', 'left', 'up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up']",181440,23252,30
91,"['up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'left']",1884,1128,21
92,"['up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up']",181440,23349,31
93,"['down', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'down']",181440,22595,30
94,"['right', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up']",376,255,18
95,"['down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left']",288,188,17
96,"['down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'right']",181440,21423,31
97,"['down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'left']",34,29,12
98,"['left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left']",2149,1297,22
99,"['up', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'left']",1772,1060,22
100,"['left', 'down', 'right', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'up', 'right', 'up']",181440,23868,29
101,"['up', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left']",150,91,16
102,"['down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'up']",181440,23512,30
103,"['down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'right']",181440,22146,29
104,"['right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left']",274,169,17
105,"['left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left']",574,369,19
106,"['up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down']",181440,22298,30
107,"['left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down']",181440,22431,30
108,"['left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left']",437,267,18
109,"['up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'left']",181440,22770,30
110,"['up', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up']",62,48,12
111,"['up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left']",364,223,17
112,"['left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'left']",17159,8204,27
113,"['left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",19024,9070,28
114,"['down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left']",2066,1234,22
115,"['up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up']",1124,668,21
116,"['up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'left', 'up']",181440,23108,29
117,"['left', 'up', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up']",181440,22090,30
118,"['down', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",678,421,20
119,"['left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left']",181440,23750,31
120,"['left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'up']",323,215,18
121,"['up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right']",181440,22698,30
