,path,expanded_node,fringe_size,depth
39,"['left', 'down', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down']",181440,24883,31
40,"['down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",12467,6682,23
41,"['down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left']",224,161,14
42,"['left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up']",13000,6739,23
43,"['left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']",181440,23954,31
44,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'up']",56499,20185,27
45,"['right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up']",181440,23496,31
46,"['up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left']",181440,23875,30
47,"['up', 'left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'up', 'right', 'right']",181440,23287,31
48,"['right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up']",181440,23255,31
49,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'up']",16892,8484,24
50,"['right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up']",181440,23205,31
51,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'right', 'up']",181440,23267,30
52,"['right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'right']",181440,22934,31
53,"['right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'down', 'right']",181440,23731,31
54,"['down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down']",181440,23547,31
55,"['down', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up']",3255,1953,20
56,"['up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right']",181440,24225,30
57,"['up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'up', 'up', 'right']",181440,23454,31
58,"['left', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left']",5738,3304,21
59,"['left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']",9011,4825,22
60,"['right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'up']",13148,6758,23
61,"['up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'up']",181440,24244,32
62,"['left', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'up']",1514,913,18
63,"['right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",1658,1018,18
64,"['right', 'down', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down']",181440,23276,31
65,"['left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left']",56260,19855,27
66,"['right', 'down', 'down', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down']",181440,23498,30
67,"['down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left']",5286,3045,21
68,"['up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up']",18089,9004,24
69,"['left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left']",21905,10490,24
70,"['down', 'left', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",3183,1922,20
71,"['left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left']",7546,4208,22
72,"['down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right']",181440,23640,30
73,"['down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up']",181440,23499,31
74,"['left', 'up', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'left']",181440,23424,31
75,"['left', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up']",181440,24248,30
76,"['up', 'up', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up']",181440,23674,31
77,"['up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'up', 'left']",181440,23532,31
78,"['right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down', 'right']",181440,23030,31
79,"['down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'up']",9758,5334,22
80,"['down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'left', 'down', 'right', 'right']",181440,23705,31
81,"['right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'down']",181440,23504,31
82,"['left', 'up', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']",181440,23276,30
83,"['left', 'up', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left']",181440,23533,31
84,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left', 'down', 'down']",181440,23486,31
85,"['right', 'right', 'down', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'up']",17577,8749,24
86,"['up', 'up', 'right', 'down', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up']",181440,23550,30
87,"['up', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'up', 'left']",1265,773,18
88,"['down', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down']",181440,24047,31
89,"['right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left']",3688,2201,20
90,"['down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'down', 'left', 'up', 'left']",181440,23495,30
91,"['up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'up', 'left']",5986,3405,21
92,"['right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down']",181440,23646,31
93,"['left', 'down', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'right', 'up']",181440,23739,31
94,"['right', 'down', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up']",1233,763,18
95,"['down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left']",1020,632,17
96,"['up', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'down']",181440,23361,30
97,"['down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up', 'left']",85,67,12
98,"['left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left']",7887,4437,22
99,"['up', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'left']",7394,4159,22
100,"['left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'down']",181440,23887,30
101,"['up', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'left']",484,305,16
102,"['left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'up', 'left', 'up']",181440,24400,30
103,"['right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'right']",181440,23374,30
104,"['right', 'down', 'down', 'left', 'left', 'up', 'up', 'right', 'down', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left']",853,536,17
105,"['left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left']",2247,1345,19
106,"['up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'left', 'down', 'down']",181440,23601,31
107,"['right', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'left', 'down', 'right', 'right', 'up']",181440,23080,31
108,"['left', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'up', 'left']",1356,846,18
109,"['left', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up']",181440,23667,30
110,"['up', 'up', 'left', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up']",124,87,12
111,"['up', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left']",997,607,17
112,"['up', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left']",56490,19437,27
113,"['left', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'up']",70157,21618,28
114,"['left', 'left', 'down', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'left']",7638,4233,22
115,"['up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up']",5223,3068,21
116,"['up', 'right', 'down', 'left', 'left', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'down']",181440,23942,30
117,"['up', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'down', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'down', 'down', 'right', 'right', 'up']",181440,23221,31
118,"['down', 'right', 'up', 'right', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'left', 'up']",2858,1719,20
119,"['right', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'down']",181440,23839,31
120,"['left', 'left', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'up']",1089,674,18
